user_id,gate,gamerounds_sum,retention_day,retention_week
2839720,50,14,FALSE,FALSE
2840140,30,182,TRUE,FALSE
2840197,30,11,FALSE,FALSE
2840481,50,6,FALSE,FALSE
2840811,50,18,FALSE,FALSE
2840905,50,52,TRUE,FALSE
2841009,30,85,TRUE,FALSE
2841175,50,21,FALSE,TRUE
2841373,50,15,FALSE,FALSE
2841459,50,3,TRUE,FALSE
2841491,50,53,TRUE,FALSE
2841541,50,477,TRUE,TRUE
2841691,50,6,FALSE,FALSE
2841707,50,21,TRUE,FALSE
2842056,50,1,FALSE,FALSE
2842066,50,107,FALSE,TRUE
2842158,50,1,FALSE,FALSE
2842231,30,3,FALSE,FALSE
2842275,50,72,TRUE,TRUE
2842284,30,8,FALSE,FALSE
2842315,30,0,FALSE,FALSE
2842445,50,13,TRUE,FALSE
2842521,50,172,TRUE,TRUE
2842843,30,72,TRUE,FALSE
2842879,30,16,FALSE,FALSE
2842959,50,5,TRUE,FALSE
2843113,50,14,TRUE,FALSE
2843259,50,18,TRUE,TRUE
2843588,50,80,TRUE,TRUE
2843769,50,5,FALSE,FALSE
2843785,30,149,TRUE,FALSE
2843790,30,30,TRUE,FALSE
2844179,50,16,FALSE,FALSE
2844214,30,3,FALSE,FALSE
2844357,50,84,TRUE,TRUE
2844364,30,290,TRUE,TRUE
2844380,50,48,TRUE,FALSE
2844470,50,18,FALSE,FALSE
2844529,50,1,FALSE,FALSE
2844572,30,2,FALSE,FALSE
2844758,50,18,TRUE,FALSE
2844869,30,53,TRUE,FALSE
2844936,30,47,TRUE,FALSE
2845023,30,57,FALSE,TRUE
2845293,30,4,FALSE,TRUE
2845359,50,0,FALSE,FALSE
2845431,30,1,FALSE,FALSE
2845457,50,6,FALSE,FALSE
2845462,50,39,FALSE,FALSE
2845655,50,66,TRUE,FALSE
2845858,50,7,FALSE,FALSE
2845927,30,3,TRUE,FALSE
2845994,50,82,TRUE,TRUE
2846029,30,75,TRUE,FALSE
2846251,50,5,TRUE,FALSE
2846254,50,23,TRUE,FALSE
2846272,50,9,FALSE,FALSE
2846393,50,27,TRUE,FALSE
2846402,30,9,TRUE,FALSE
2846444,50,200,TRUE,FALSE
2846476,30,2,FALSE,FALSE
2846569,50,22,FALSE,FALSE
2846679,30,9,FALSE,FALSE
2847054,30,3,FALSE,FALSE
2847140,30,196,TRUE,TRUE
2847326,30,1,FALSE,FALSE
2847338,50,5,FALSE,FALSE
2847556,50,223,TRUE,TRUE
2847633,30,112,FALSE,FALSE
2847701,50,10,FALSE,FALSE
2847857,50,7,TRUE,FALSE
2848084,50,94,TRUE,FALSE
2848103,30,1,FALSE,FALSE
2848231,30,1,FALSE,FALSE
2848239,50,44,FALSE,FALSE
2848362,30,0,FALSE,FALSE
2848772,30,67,TRUE,TRUE
2848854,50,52,TRUE,FALSE
2848957,50,2,FALSE,FALSE
2849002,30,19,FALSE,FALSE
2849017,50,34,FALSE,FALSE
2849039,30,64,TRUE,TRUE
2849118,30,40,TRUE,FALSE
2849218,30,24,TRUE,FALSE
2849235,50,0,TRUE,TRUE
2849375,30,41,TRUE,TRUE
2849463,50,183,TRUE,TRUE
2849656,30,13,FALSE,FALSE
2849815,50,6,FALSE,FALSE
2849827,50,7,FALSE,FALSE
2849902,30,3,FALSE,FALSE
2850006,30,87,TRUE,FALSE
2850283,30,4,FALSE,FALSE
2850311,50,15,TRUE,FALSE
2850498,50,75,TRUE,FALSE
2850549,30,6,TRUE,FALSE
2851020,50,7,FALSE,FALSE
2851058,50,33,TRUE,FALSE
2851086,50,2,FALSE,FALSE
2851199,50,0,FALSE,FALSE
2851265,50,0,FALSE,FALSE
2851624,50,12,FALSE,FALSE
2851774,30,80,TRUE,TRUE
2851807,50,34,TRUE,FALSE
2851999,30,4,FALSE,TRUE
2852014,50,1,FALSE,FALSE
2852143,30,15,FALSE,FALSE
2852242,30,0,FALSE,FALSE
2852335,50,1,FALSE,FALSE
2852369,50,3,FALSE,FALSE
2852433,50,2,FALSE,FALSE
2852675,50,3,FALSE,FALSE
2852871,50,0,FALSE,FALSE
2852900,30,6,FALSE,FALSE
2852901,50,2,FALSE,FALSE
2852925,50,33,TRUE,FALSE
2853236,50,5,FALSE,FALSE
2853582,30,10,TRUE,FALSE
2853673,50,12,FALSE,FALSE
2853995,50,4,FALSE,FALSE
2854126,50,20,TRUE,TRUE
2854174,50,3,FALSE,FALSE
2854372,30,4,FALSE,FALSE
2854400,30,118,TRUE,TRUE
2854445,30,577,TRUE,TRUE
2854469,50,67,TRUE,FALSE
2854591,30,18,FALSE,FALSE
2854714,30,152,TRUE,TRUE
2854928,30,48,TRUE,FALSE
2855183,30,99,TRUE,TRUE
2855262,30,125,TRUE,TRUE
2855369,30,19,FALSE,FALSE
2855411,50,3,FALSE,FALSE
2855682,30,8,TRUE,FALSE
2855704,30,3,FALSE,FALSE
2855809,30,11,FALSE,FALSE
2855880,50,7,FALSE,FALSE
2855974,50,3,FALSE,FALSE
2856137,50,3,FALSE,FALSE
2856146,30,197,TRUE,TRUE
2856183,30,5,FALSE,FALSE
2856211,50,2,FALSE,FALSE
2856311,50,70,TRUE,FALSE
2856459,50,9,FALSE,FALSE
2856550,30,3,FALSE,FALSE
2856604,50,11,TRUE,FALSE
2856820,30,18,FALSE,FALSE
2856998,50,1,FALSE,TRUE
2857194,30,29,FALSE,FALSE
2857290,50,18,FALSE,FALSE
2857493,50,111,TRUE,TRUE
2857622,30,26,TRUE,FALSE
2857627,30,18,TRUE,FALSE
2857848,30,5,TRUE,FALSE
2858249,30,11,FALSE,FALSE
2858617,30,43,TRUE,TRUE
2858662,30,601,TRUE,TRUE
2858705,30,114,TRUE,TRUE
2858767,50,2,FALSE,FALSE
2858840,50,10,FALSE,FALSE
2859358,50,1,FALSE,FALSE
2859406,50,41,TRUE,FALSE
2859502,50,32,FALSE,FALSE
2859550,50,10,FALSE,FALSE
2859568,50,19,FALSE,FALSE
2859664,30,2,FALSE,FALSE
2859777,50,51,TRUE,TRUE
2859910,30,1,FALSE,FALSE
2859968,50,100,TRUE,TRUE
2860101,50,150,TRUE,TRUE
2860193,50,301,TRUE,TRUE
2860270,50,3,FALSE,FALSE
2860393,50,19,FALSE,FALSE
2860437,50,2,FALSE,FALSE
2860563,30,19,FALSE,FALSE
2860642,50,0,FALSE,FALSE
2860698,50,92,TRUE,FALSE
2860746,30,13,FALSE,FALSE
2860790,50,2,FALSE,FALSE
2860804,30,1,FALSE,FALSE
2860916,30,11,FALSE,FALSE
2860991,50,6,FALSE,FALSE
2861001,50,4,FALSE,FALSE
2861274,30,12,TRUE,FALSE
2861386,50,6,TRUE,FALSE
2861454,50,47,TRUE,TRUE
2861733,50,66,TRUE,FALSE
2861741,30,60,TRUE,FALSE
2861753,50,8,TRUE,FALSE
2861865,50,1,FALSE,FALSE
2861986,30,213,TRUE,TRUE
2862071,30,0,FALSE,FALSE
2862093,30,47,FALSE,FALSE
2862227,30,26,TRUE,FALSE
2862291,30,5,FALSE,FALSE
2862471,30,77,TRUE,TRUE
2862594,50,2,FALSE,FALSE
2862619,30,41,TRUE,FALSE
2862817,30,16,TRUE,TRUE
2863043,50,1,FALSE,FALSE
2863099,30,30,TRUE,FALSE
2863136,30,43,FALSE,FALSE
2863163,30,22,TRUE,FALSE
2863279,50,395,TRUE,TRUE
2863394,50,6,FALSE,FALSE
2863572,50,66,TRUE,FALSE
2863646,30,143,FALSE,TRUE
2863693,30,2,FALSE,FALSE
2863701,50,5,FALSE,FALSE
2863703,30,77,TRUE,FALSE
2863812,30,17,TRUE,FALSE
2863901,50,21,TRUE,FALSE
2864097,50,276,TRUE,TRUE
2864440,50,1,FALSE,FALSE
2864452,50,9,FALSE,FALSE
2864460,30,14,FALSE,FALSE
2864826,50,14,TRUE,FALSE
2864894,30,5,FALSE,FALSE
2864991,30,14,TRUE,FALSE
2865339,50,38,TRUE,FALSE
2865398,50,117,TRUE,TRUE
2865438,30,2,FALSE,FALSE
2865446,50,252,TRUE,TRUE
2865890,50,3,FALSE,FALSE
2866210,50,17,FALSE,FALSE
2866316,50,86,TRUE,TRUE
2866405,50,6,FALSE,FALSE
2866546,50,1,FALSE,FALSE
2866683,30,293,TRUE,TRUE
2866770,30,108,TRUE,FALSE
2866905,30,8,FALSE,FALSE
2866994,30,88,TRUE,TRUE
2867197,30,22,TRUE,FALSE
2867331,30,7,FALSE,FALSE
2867342,30,14,TRUE,FALSE
2867357,30,1,FALSE,FALSE
2867781,50,7,FALSE,FALSE
2868041,50,49,TRUE,FALSE
2868256,30,43,TRUE,FALSE
2868279,50,76,TRUE,TRUE
2868480,50,53,TRUE,TRUE
2868542,50,20,FALSE,FALSE
2868549,50,14,FALSE,FALSE
2868613,30,0,FALSE,FALSE
2868644,30,4,FALSE,FALSE
2868755,50,28,TRUE,FALSE
2868864,30,1,FALSE,FALSE
2868929,30,1,FALSE,FALSE
2868969,30,12,FALSE,FALSE
2869026,30,128,TRUE,FALSE
2869109,50,70,TRUE,FALSE
2869210,50,12,FALSE,FALSE
2869249,30,68,TRUE,FALSE
2869276,50,30,FALSE,FALSE
2869287,50,33,FALSE,TRUE
2869376,50,13,FALSE,FALSE
2869475,30,146,TRUE,TRUE
2869568,30,43,TRUE,TRUE
2869591,30,10,FALSE,FALSE
2869629,50,15,TRUE,FALSE
2869671,30,13,FALSE,FALSE
2869818,50,8,FALSE,FALSE
2869879,30,6,FALSE,FALSE
2869956,50,14,FALSE,FALSE
2870127,30,38,TRUE,FALSE
2870179,30,6,FALSE,FALSE
2870241,50,16,FALSE,FALSE
2870382,30,27,FALSE,FALSE
2870434,30,13,FALSE,FALSE
2870549,50,103,TRUE,FALSE
2870656,30,42,FALSE,FALSE
2870785,50,22,TRUE,FALSE
2870834,50,40,TRUE,FALSE
2870862,50,124,FALSE,TRUE
2870961,50,42,TRUE,TRUE
2871041,50,10,FALSE,FALSE
2871423,30,14,FALSE,FALSE
2871431,50,20,FALSE,FALSE
2871490,30,104,TRUE,TRUE
2871531,30,49,TRUE,FALSE
2871616,50,84,TRUE,FALSE
2871673,50,21,FALSE,FALSE
2871786,30,33,TRUE,FALSE
2871849,30,4,FALSE,FALSE
2871852,50,2,FALSE,FALSE
2872220,50,10,TRUE,FALSE
2872243,50,5,FALSE,FALSE
2872261,50,11,FALSE,FALSE
2872830,50,3,FALSE,FALSE
2872968,30,5,FALSE,FALSE
2873105,30,3,FALSE,FALSE
2873118,50,86,TRUE,TRUE
2873125,50,21,FALSE,FALSE
2873330,50,107,TRUE,TRUE
2873333,30,14,FALSE,FALSE
2873339,30,10,TRUE,TRUE
2873434,30,7,FALSE,FALSE
2873441,30,194,TRUE,TRUE
2873595,30,76,FALSE,TRUE
2873616,50,11,TRUE,FALSE
2873626,30,21,FALSE,FALSE
2873935,50,22,TRUE,FALSE
2874144,50,10,FALSE,FALSE
2874249,50,4,FALSE,FALSE
2874268,50,12,FALSE,FALSE
2874285,30,14,TRUE,FALSE
2874529,30,63,TRUE,FALSE
2874625,30,16,TRUE,FALSE
2874673,50,24,TRUE,FALSE
2874760,50,4,FALSE,FALSE
2874836,30,7,FALSE,FALSE
2874845,30,24,TRUE,FALSE
2875016,30,89,FALSE,FALSE
2875198,50,21,TRUE,FALSE
2875253,30,17,FALSE,FALSE
2875310,30,159,TRUE,TRUE
2875312,30,69,TRUE,FALSE
2875476,30,73,TRUE,FALSE
2875563,30,14,TRUE,FALSE
2875597,30,198,TRUE,TRUE
2875644,30,13,FALSE,FALSE
2875861,50,23,TRUE,FALSE
2875889,30,72,TRUE,FALSE
2875941,30,11,FALSE,FALSE
2875970,50,6,FALSE,FALSE
2876200,30,1,FALSE,FALSE
2876251,30,1,FALSE,FALSE
2876552,30,4,FALSE,FALSE
2876660,30,23,TRUE,FALSE
2876669,50,161,TRUE,FALSE
2876716,30,98,TRUE,FALSE
2876752,30,44,TRUE,FALSE
2876863,50,100,TRUE,TRUE
2877109,30,6,FALSE,FALSE
2877134,50,31,TRUE,FALSE
2877439,30,86,TRUE,FALSE
2877638,30,344,TRUE,FALSE
2877871,50,33,FALSE,FALSE
2877926,50,97,TRUE,FALSE
2878028,30,2,FALSE,FALSE
2878306,50,8,FALSE,FALSE
2878313,50,32,FALSE,FALSE
2878409,50,23,FALSE,FALSE
2878552,30,14,FALSE,FALSE
2878577,30,34,FALSE,FALSE
2878584,50,102,TRUE,FALSE
2878760,50,68,TRUE,FALSE
2878811,30,25,TRUE,FALSE
2879104,50,10,FALSE,FALSE
2879194,30,20,TRUE,FALSE
2879198,30,1,FALSE,FALSE
2879213,30,10,FALSE,FALSE
2879376,50,0,FALSE,FALSE
2879579,30,39,TRUE,TRUE
2879626,30,0,FALSE,FALSE
2879748,30,4,FALSE,FALSE
2879892,50,9,FALSE,FALSE
2879948,30,8,TRUE,FALSE
2879967,30,13,TRUE,FALSE
2879995,30,12,TRUE,FALSE
2880189,30,108,FALSE,FALSE
2880393,30,116,TRUE,TRUE
2880433,50,79,TRUE,TRUE
2880558,30,44,TRUE,FALSE
2880608,50,29,FALSE,FALSE
2880766,50,1,FALSE,FALSE
2881206,50,23,TRUE,FALSE
2881240,30,7,FALSE,FALSE
2881321,50,3,FALSE,FALSE
2881324,50,50,TRUE,FALSE
2881431,50,1,FALSE,FALSE
2881615,30,18,TRUE,FALSE
2881655,30,18,TRUE,FALSE
2881683,30,4,FALSE,FALSE
2881775,50,165,TRUE,FALSE
2881928,50,42,TRUE,TRUE
2881969,30,19,FALSE,FALSE
2882160,50,11,TRUE,FALSE
2882176,50,3,FALSE,FALSE
2882287,30,132,TRUE,TRUE
2882321,50,13,TRUE,FALSE
2882435,30,36,TRUE,FALSE
2882442,30,7,TRUE,FALSE
2882602,30,19,TRUE,FALSE
2882631,50,1,FALSE,FALSE
2882670,50,14,FALSE,FALSE
2882700,30,4,FALSE,FALSE
2882841,50,8,FALSE,FALSE
2882864,30,111,TRUE,TRUE
2883049,50,126,TRUE,FALSE
2883118,50,68,TRUE,FALSE
2883450,30,29,TRUE,TRUE
2883691,50,173,TRUE,TRUE
2884336,50,2,FALSE,FALSE
2884354,30,14,FALSE,FALSE
2884359,30,50,TRUE,FALSE
2884442,30,2,FALSE,FALSE
2884532,50,31,TRUE,FALSE
2884820,50,20,TRUE,FALSE
2884939,30,57,TRUE,FALSE
2885011,50,36,FALSE,FALSE
2885068,50,9,TRUE,FALSE
2885096,50,39,FALSE,FALSE
2885401,30,2,FALSE,FALSE
2885501,50,13,FALSE,FALSE
2885570,30,6,FALSE,FALSE
2885710,50,11,FALSE,TRUE
2885743,30,41,TRUE,TRUE
2885842,50,511,TRUE,TRUE
2885917,50,22,FALSE,TRUE
2886302,50,296,TRUE,TRUE
2886451,30,81,TRUE,FALSE
2886458,50,10,FALSE,FALSE
2886638,30,50,TRUE,TRUE
2886661,30,21,TRUE,FALSE
2886819,50,163,TRUE,TRUE
2886930,30,7,FALSE,FALSE
2886963,50,17,FALSE,FALSE
2887036,30,2,TRUE,FALSE
2887124,50,29,FALSE,FALSE
2887129,30,105,TRUE,FALSE
2887152,30,11,FALSE,FALSE
2887176,50,4,FALSE,FALSE
2887193,30,81,TRUE,TRUE
2887802,50,5,TRUE,FALSE
2888169,50,1,FALSE,FALSE
2888189,30,2,FALSE,FALSE
2888244,30,26,FALSE,TRUE
2888584,30,8,FALSE,FALSE
2888585,30,1,FALSE,FALSE
2888680,50,2,FALSE,FALSE
2888781,30,39,TRUE,FALSE
2888784,50,5,FALSE,FALSE
2888920,50,87,FALSE,TRUE
2889231,30,45,TRUE,FALSE
2889285,30,2,FALSE,FALSE
2889389,30,3,FALSE,FALSE
2889718,50,6,FALSE,FALSE
2889921,50,74,FALSE,TRUE
2889989,50,47,TRUE,FALSE
2890225,50,5,TRUE,FALSE
2890348,30,34,FALSE,FALSE
2890360,50,1,FALSE,FALSE
2890661,50,30,TRUE,FALSE
2890775,50,28,TRUE,FALSE
2890871,30,6,TRUE,FALSE
2890919,50,201,TRUE,TRUE
2890957,30,17,FALSE,FALSE
2891227,30,67,FALSE,FALSE
2891277,30,35,TRUE,FALSE
2891294,50,3,TRUE,FALSE
2891312,30,20,FALSE,FALSE
2891329,50,1,FALSE,FALSE
2891485,50,109,TRUE,TRUE
2891529,50,16,TRUE,FALSE
2891664,30,2,FALSE,FALSE
2891674,30,0,FALSE,FALSE
2892017,30,10,FALSE,FALSE
2892257,50,4,FALSE,FALSE
2892267,30,3,FALSE,FALSE
2892369,50,3,FALSE,FALSE
2892482,30,136,TRUE,FALSE
2892506,30,6,FALSE,FALSE
2892536,30,8,FALSE,FALSE
2892593,30,4,FALSE,FALSE
2892684,50,0,FALSE,FALSE
2892819,50,93,TRUE,TRUE
2892872,30,6,FALSE,FALSE
2893127,30,161,TRUE,FALSE
2893207,30,323,TRUE,TRUE
2893249,30,5,FALSE,FALSE
2893340,30,12,FALSE,FALSE
2893342,50,4,FALSE,FALSE
2893430,50,7,FALSE,FALSE
2893550,30,2,FALSE,FALSE
2894045,50,4,FALSE,FALSE
2894227,50,22,TRUE,FALSE
2894632,30,9,FALSE,FALSE
2894926,50,1,FALSE,FALSE
2894967,50,14,FALSE,FALSE
2894996,50,19,FALSE,TRUE
2895087,30,42,FALSE,FALSE
2895112,30,6,FALSE,FALSE
2895236,50,21,FALSE,FALSE
2895329,30,124,TRUE,FALSE
2895483,50,7,FALSE,FALSE
2895589,50,1,FALSE,FALSE
2895731,50,61,TRUE,TRUE
2895878,30,96,TRUE,TRUE
2895881,30,17,FALSE,FALSE
2896006,30,25,TRUE,FALSE
2896240,30,21,TRUE,TRUE
2896266,30,4,FALSE,FALSE
2896599,50,42,TRUE,FALSE
2896600,30,2,TRUE,FALSE
2896737,30,33,FALSE,FALSE
2896775,50,18,TRUE,FALSE
2896776,50,18,FALSE,FALSE
2896890,30,40,TRUE,FALSE
2897068,50,47,TRUE,FALSE
2897488,50,1,FALSE,FALSE
2897550,50,25,TRUE,FALSE
2897865,30,15,TRUE,FALSE
2897931,30,86,TRUE,FALSE
2898244,50,123,TRUE,TRUE
2898254,30,517,TRUE,TRUE
2898633,30,41,TRUE,FALSE
2898686,30,29,FALSE,FALSE
2898777,50,239,TRUE,TRUE
2898893,50,1,FALSE,FALSE
2899054,30,105,TRUE,TRUE
2899509,30,26,TRUE,FALSE
2900214,30,29,FALSE,TRUE
2900239,30,48,FALSE,TRUE
2900432,30,19,FALSE,FALSE
2900908,30,11,FALSE,FALSE
2900949,50,294,TRUE,FALSE
2901030,50,12,FALSE,FALSE
2901351,30,2,FALSE,FALSE
2901373,30,13,FALSE,FALSE
2901718,50,52,FALSE,TRUE
2901724,30,17,TRUE,FALSE
2901742,30,114,TRUE,FALSE
2901902,30,190,TRUE,TRUE
2901903,50,6,FALSE,FALSE
2901955,30,5,TRUE,FALSE
2902050,30,176,TRUE,TRUE
2902136,50,29,TRUE,FALSE
2902157,30,39,TRUE,FALSE
2902307,50,19,FALSE,FALSE
2902401,30,5,FALSE,FALSE
2902457,50,9,FALSE,FALSE
2902613,50,155,FALSE,TRUE
2902676,30,31,TRUE,FALSE
2902806,50,3,FALSE,FALSE
2902917,50,3,FALSE,FALSE
2902988,50,85,TRUE,FALSE
2903013,50,1,FALSE,FALSE
2903070,30,37,FALSE,FALSE
2903109,30,6,FALSE,FALSE
2903170,50,1,FALSE,FALSE
2903175,50,59,TRUE,FALSE
2903246,30,11,TRUE,TRUE
2903280,30,43,TRUE,FALSE
2904026,30,49,FALSE,TRUE
2904100,30,37,FALSE,FALSE
2904641,30,4,FALSE,FALSE
2904772,30,25,TRUE,FALSE
2904836,50,2,FALSE,FALSE
2905359,30,17,FALSE,FALSE
2905509,30,7,FALSE,FALSE
2905609,30,21,FALSE,FALSE
2905658,50,128,TRUE,FALSE
2905819,30,59,FALSE,TRUE
2906034,30,0,FALSE,FALSE
2906233,50,20,FALSE,FALSE
2906275,30,52,TRUE,TRUE
2906277,30,57,TRUE,TRUE
2906338,30,46,FALSE,FALSE
2906441,30,270,TRUE,TRUE
2906479,50,11,TRUE,TRUE
2906525,30,77,FALSE,FALSE
2906884,50,132,TRUE,FALSE
2906987,30,1,FALSE,FALSE
2907128,50,15,FALSE,FALSE
2907241,50,50,TRUE,FALSE
2907308,50,0,FALSE,FALSE
2907433,50,220,FALSE,TRUE
2907547,50,8,FALSE,FALSE
2907556,50,4,FALSE,FALSE
2907566,30,35,TRUE,TRUE
2907858,50,1,FALSE,FALSE
2907882,30,91,TRUE,TRUE
2908077,30,5,TRUE,FALSE
2908090,30,16,TRUE,FALSE
2908154,30,14,FALSE,FALSE
2908277,30,179,TRUE,TRUE
2908382,30,34,FALSE,TRUE
2908417,30,14,TRUE,FALSE
2908494,50,1,FALSE,FALSE
2908587,30,125,TRUE,FALSE
2908636,50,11,FALSE,FALSE
2908733,50,11,TRUE,FALSE
2908741,30,26,TRUE,TRUE
2908916,50,45,TRUE,FALSE
2908976,50,2,FALSE,FALSE
2909011,30,78,TRUE,TRUE
2909028,30,5,FALSE,FALSE
2909056,30,1,FALSE,FALSE
2909080,50,4,FALSE,FALSE
2909519,30,12,FALSE,FALSE
2909617,50,7,FALSE,FALSE
2909682,30,71,FALSE,TRUE
2909703,50,21,TRUE,FALSE
2909779,30,6,FALSE,FALSE
2909835,50,5,FALSE,FALSE
2909944,50,2,FALSE,FALSE
2910336,30,209,TRUE,TRUE
2910523,50,236,TRUE,TRUE
2910671,30,25,TRUE,FALSE
2910672,30,34,TRUE,FALSE
2910673,50,6,FALSE,FALSE
2910766,50,33,TRUE,FALSE
2910813,30,6,TRUE,FALSE
2910850,30,4,TRUE,FALSE
2911012,30,16,TRUE,FALSE
2911015,30,20,TRUE,FALSE
2911030,30,13,TRUE,FALSE
2911173,30,4,FALSE,FALSE
2911257,50,4,FALSE,FALSE
2911498,50,2,FALSE,FALSE
2911620,30,28,TRUE,FALSE
2911695,50,22,TRUE,FALSE
2911910,50,8,FALSE,FALSE
2911917,50,149,TRUE,TRUE
2911949,50,9,TRUE,FALSE
2912096,30,2,FALSE,FALSE
2912209,30,4,FALSE,FALSE
2912320,30,87,TRUE,FALSE
2912391,30,70,TRUE,TRUE
2912526,30,11,FALSE,FALSE
2912542,30,234,TRUE,TRUE
2913185,50,59,TRUE,FALSE
2913190,50,272,TRUE,TRUE
2913222,30,11,FALSE,FALSE
2913258,30,33,FALSE,FALSE
2913315,50,1,FALSE,FALSE
2913359,30,47,FALSE,FALSE
2913381,30,98,FALSE,FALSE
2913402,50,102,TRUE,TRUE
2913633,30,196,TRUE,TRUE
2913638,50,1,FALSE,FALSE
2913683,30,219,TRUE,TRUE
2914057,50,12,FALSE,FALSE
2914091,50,9,FALSE,FALSE
2914172,50,61,TRUE,FALSE
2914219,30,910,TRUE,TRUE
2914347,30,1,FALSE,FALSE
2914429,50,1,FALSE,FALSE
2914430,30,2,TRUE,FALSE
2914581,50,184,TRUE,TRUE
2914632,30,32,TRUE,FALSE
2914659,30,3,FALSE,FALSE
2914669,30,21,FALSE,FALSE
2914679,30,33,FALSE,FALSE
2914704,30,1245,TRUE,TRUE
2914819,30,35,TRUE,FALSE
2914876,50,0,FALSE,FALSE
2915044,30,5,FALSE,FALSE
2915135,50,6,TRUE,FALSE
2915220,50,7,FALSE,FALSE
2915232,30,45,TRUE,FALSE
2915444,30,29,TRUE,FALSE
2915721,30,10,FALSE,FALSE
2915789,30,40,TRUE,FALSE
2915828,30,83,TRUE,FALSE
2915921,50,1,FALSE,FALSE
2915994,30,208,TRUE,FALSE
2916052,30,20,TRUE,FALSE
2916090,30,19,FALSE,FALSE
2916256,30,1,FALSE,FALSE
2916417,50,77,FALSE,FALSE
2916441,50,2,FALSE,FALSE
2916478,30,2,FALSE,FALSE
2916990,30,70,TRUE,FALSE
2917032,30,12,FALSE,FALSE
2917090,30,1,FALSE,FALSE
2917191,50,27,TRUE,FALSE
2917371,50,44,FALSE,FALSE
2917463,50,9,FALSE,FALSE
2917590,50,119,TRUE,FALSE
2917656,50,30,TRUE,FALSE
2918003,50,77,TRUE,TRUE
2918018,50,36,FALSE,FALSE
2918053,50,34,TRUE,FALSE
2918061,30,94,TRUE,TRUE
2918073,30,96,TRUE,FALSE
2918077,50,14,FALSE,FALSE
2918086,50,39,FALSE,FALSE
2918104,50,62,FALSE,FALSE
2918142,50,0,FALSE,FALSE
2918482,30,0,FALSE,FALSE
2918592,50,28,TRUE,FALSE
2918733,30,215,TRUE,TRUE
2918899,50,2,FALSE,FALSE
2919033,50,6,FALSE,FALSE
2919048,30,6,FALSE,FALSE
2919201,30,52,TRUE,FALSE
2919315,50,23,FALSE,FALSE
2919350,30,1,FALSE,FALSE
2919365,30,71,TRUE,TRUE
2919475,50,41,FALSE,FALSE
2919489,30,164,TRUE,FALSE
2919566,30,25,FALSE,FALSE
2919594,30,13,FALSE,FALSE
2919663,30,17,TRUE,FALSE
2919876,50,1,FALSE,FALSE
2919978,30,76,TRUE,FALSE
2920009,50,1,FALSE,FALSE
2920087,30,21,TRUE,FALSE
2920168,30,164,TRUE,TRUE
2920501,30,16,FALSE,FALSE
2920665,30,0,FALSE,FALSE
2920672,30,4,FALSE,FALSE
2920704,50,21,TRUE,FALSE
2920762,50,3,FALSE,FALSE
2921123,30,110,TRUE,FALSE
2921494,50,50,TRUE,FALSE
2921507,30,21,FALSE,FALSE
2921551,30,7,FALSE,FALSE
2921598,30,11,TRUE,FALSE
2921697,50,16,TRUE,FALSE
2921698,50,49,TRUE,FALSE
2922207,30,58,TRUE,FALSE
2922424,30,1,FALSE,FALSE
2922425,30,76,TRUE,TRUE
2922473,50,80,TRUE,FALSE
2922525,50,5,FALSE,FALSE
2922858,30,1300,TRUE,TRUE
2922939,30,16,TRUE,FALSE
2923024,50,0,FALSE,FALSE
2923100,50,4,FALSE,FALSE
2923150,50,15,FALSE,FALSE
2923224,50,1,FALSE,FALSE
2923376,30,0,FALSE,FALSE
2923561,50,236,TRUE,TRUE
2923616,50,81,FALSE,TRUE
2923671,30,33,TRUE,FALSE
2923754,30,29,TRUE,FALSE
2923862,30,47,TRUE,FALSE
2924001,50,29,TRUE,FALSE
2924074,30,23,FALSE,FALSE
2924102,50,3,FALSE,FALSE
2924220,50,13,FALSE,TRUE
2924234,30,37,TRUE,FALSE
2924292,50,4,FALSE,FALSE
2924382,50,13,FALSE,FALSE
2924492,50,27,TRUE,FALSE
2924542,50,31,TRUE,FALSE
2924719,30,87,TRUE,TRUE
2925051,30,25,TRUE,FALSE
2925078,50,423,TRUE,TRUE
2925115,50,101,TRUE,FALSE
2925146,30,59,TRUE,TRUE
2925196,30,2,FALSE,FALSE
2925336,50,1,FALSE,FALSE
2925744,50,0,FALSE,FALSE
2925866,30,25,TRUE,FALSE
2925896,30,1,FALSE,FALSE
2925916,50,19,TRUE,FALSE
2926132,50,3,FALSE,FALSE
2926162,30,3,FALSE,FALSE
2926623,50,5,FALSE,FALSE
2926762,50,37,FALSE,FALSE
2926813,50,0,FALSE,FALSE
2926931,30,16,TRUE,FALSE
2927010,30,2,FALSE,FALSE
2927052,30,12,TRUE,FALSE
2927120,30,111,FALSE,FALSE
2927157,30,9,FALSE,FALSE
2927165,50,55,TRUE,FALSE
2927196,50,2,FALSE,FALSE
2927280,30,43,TRUE,FALSE
2927376,50,56,TRUE,TRUE
2927417,50,88,TRUE,FALSE
2927492,30,162,TRUE,TRUE
2927587,30,7,FALSE,FALSE
2927777,50,17,FALSE,FALSE
2927887,50,81,FALSE,FALSE
2927903,50,4,FALSE,FALSE
2928012,30,10,TRUE,FALSE
2928033,50,42,FALSE,FALSE
2928108,30,65,TRUE,FALSE
2928115,30,74,TRUE,FALSE
2928299,30,17,FALSE,FALSE
2928321,30,16,FALSE,FALSE
